taxi_zone,hour,mean,std
4,0,840.5783078,189.3559419
4,1,544.1423247,208.2758912
4,2,370.9065304,178.0643885
4,3,228.2134278,121.2591744
4,4,167.7375599,58.55546737
4,5,177.9267343,19.6007991
4,6,450.9493165,27.0424355
4,7,1099.425809,82.99196599
4,8,2003.098259,160.0770625
4,9,1496.778918,83.92351152
4,10,1245.130679,41.16686643
4,11,1322.310823,51.30400526
4,12,1518.667871,58.94838954
4,13,1766.649967,71.97840992
4,14,2174.065813,85.38817273
4,15,2640.805584,101.4523418
4,16,2734.659372,96.06529808
4,17,2985.6624,117.5732797
4,18,2752.117363,117.3045004
4,19,2225.362049,114.5722871
4,20,1909.580322,117.5048291
4,21,1704.990978,121.3863479
4,22,1561.832295,135.6650144
4,23,1207.213731,163.3330959
12,0,187.7608493,12.37663254
12,1,69.18378783,4.509196355
12,2,37.37661983,3.498439868
12,3,27.91712896,1.993485876
12,4,49.02924218,2.238366463
12,5,210.23726,13.6487719
12,6,553.2476609,36.32189533
12,7,1198.852998,90.61369197
12,8,1640.557842,120.424048
12,9,1195.164412,62.78375583
12,10,959.0128024,29.48674567
12,11,1086.25122,34.99146918
12,12,1297.518242,40.70423052
12,13,1481.186114,48.10912987
12,14,1729.231486,56.74535043
12,15,2344.247544,85.33496857
12,16,2963.504782,130.9022457
12,17,3655.781703,219.178142
12,18,2268.509955,123.0268365
12,19,1233.665928,51.02174556
12,20,763.3002359,30.93643322
12,21,534.0868983,22.90223889
12,22,406.8545529,17.60006497
12,23,290.1811592,13.33225855
13,0,522.2301276,81.59925931
13,1,238.8042549,64.68548788
13,2,131.5842353,45.61399366
13,3,87.07967186,30.25783204
13,4,98.26250461,16.81314167
13,5,264.293245,22.4548851
13,6,813.9427955,101.6098852
13,7,1754.454379,223.9374765
13,8,2719.268739,312.3554278
13,9,2254.714703,224.3234572
13,10,1920.83178,110.903928
13,11,2179.505183,94.9215036
13,12,2557.433862,102.7496128
13,13,2843.849635,107.8677836
13,14,3402.854261,125.7463065
13,15,4622.791672,203.9705406
13,16,5857.785798,308.6207255
13,17,7507.458497,514.8517866
13,18,5370.833272,346.0750603
13,19,3205.636095,201.4526337
13,20,2115.35309,154.8117562
13,21,1573.066024,160.076445
13,22,1253.382838,124.5582906
13,23,911.9075086,95.69687165
24,0,153.7684932,66.43500775
24,1,97.94794521,55.07695106
24,2,65.60136986,42.24822134
24,3,44.92465753,31.00366933
24,4,41.36712329,18.10742259
24,5,62.39452055,15.53377567
24,6,164.169863,64.54295299
24,7,436.6356164,227.82475
24,8,752.430137,412.8759
24,9,538.0767123,166.5145384
24,10,491.6780822,93.41364379
24,11,518.3767123,117.8869597
24,12,575.7342466,141.7314857
24,13,605.4575342,153.4375347
24,14,664.569863,155.8097523
24,15,814.4821918,230.3888949
24,16,854.3712329,230.3653518
24,17,897.1205479,279.2259175
24,18,769.8273973,210.3207631
24,19,590.3808219,155.0239865
24,20,456.6657534,109.8371562
24,21,386.0726027,91.8235855
24,22,324.5958904,92.04355583
24,23,267.8630137,86.229304
41,0,478.169863,188.6918978
41,1,299.2041096,161.8432178
41,2,200.5328767,118.4672094
41,3,156.2890411,86.42209883
41,4,169.7863014,49.8091648
41,5,352.4671233,100.6844731
41,6,850.4424658,355.6079708
41,7,2092.50411,1168.435225
41,8,2747.3,1442.746258
41,9,1966.624658,664.2286668
41,10,1625.473973,341.3087014
41,11,1619.083562,342.4809946
41,12,1738.913699,391.0933174
41,13,1834.416438,393.8109456
41,14,2022.891781,419.2880445
41,15,2309.047945,566.6725409
41,16,2397.489041,643.5998493
41,17,2491.668493,721.5811797
41,18,2152.275342,559.9929522
41,19,1650.657534,401.6807493
41,20,1268.110959,302.5347422
41,21,1025.347945,247.4744909
41,22,875.3986301,234.0972885
41,23,707.8068493,213.5378385
42,0,563.6753425,178.7649446
42,1,394.6287671,182.4146695
42,2,288.1041096,154.8946458
42,3,229.7205479,122.3539974
42,4,250.7616438,78.8097893
42,5,436.5863014,107.8966829
42,6,865.3506849,335.4268174
42,7,1826.705479,945.0818834
42,8,1965.460274,887.2553921
42,9,1436.912329,423.8040097
42,10,1156.643836,221.2614645
42,11,1102.534247,197.526903
42,12,1147.365753,208.6774388
42,13,1207.423288,215.4570801
42,14,1384.553425,304.4128451
42,15,1451.120548,328.9084733
42,16,1568.393151,419.5709386
42,17,1482.136986,377.6293614
42,18,1295.952055,285.7853265
42,19,1076.780822,207.2938874
42,20,932.2986301,168.3253712
42,21,816.2767123,158.30569
42,22,774.1082192,158.9951404
42,23,719.3260274,166.8930085
43,0,230.0465753,156.3941611
43,1,84.39726027,76.28547923
43,2,42.07945205,31.34964534
43,3,25.24246575,18.2003815
43,4,24.68082192,11.14664882
43,5,58.95890411,21.51972226
43,6,248.1232877,112.2651972
43,7,774.0863014,438.5820299
43,8,1370.546575,801.0112975
43,9,1217.780822,477.1432147
43,10,1281.726027,316.4361674
43,11,1530.40137,359.9128636
43,12,1957.287671,480.8086632
43,13,2267.439726,584.4633286
43,14,2792.70411,706.3755283
43,15,3610.227397,979.8333529
43,16,4178.653425,1215.081579
43,17,4505.336986,1386.89761
43,18,3097.035616,1022.340116
43,19,1948.286301,640.2468479
43,20,1302.171233,464.6748049
43,21,946.690411,347.7861909
43,22,827.2041096,356.7717137
43,23,550.3410959,219.7074126
45,0,282.3027397,141.9792779
45,1,177.8561644,125.3565226
45,2,108.5520548,90.55511264
45,3,67.64794521,55.35101262
45,4,51.86712329,28.7085566
45,5,66.50684932,17.39000177
45,6,153.3753425,63.03043396
45,7,408.9465753,222.1651498
45,8,660.3452055,379.6282511
45,9,662.9671233,314.6089113
45,10,700.2465753,256.3689675
45,11,818.2287671,244.6847775
45,12,958.8726027,275.9456049
45,13,1001.958904,278.2451149
45,14,1223.2,380.0307886
45,15,1686.056164,645.6050731
45,16,2193.409589,1001.055797
45,17,2306.809589,1118.484854
45,18,1459.39589,562.7927844
45,19,977.869863,291.7905102
45,20,769.2945205,214.9439002
45,21,580.1986301,169.2645765
45,22,489.1041096,148.9047259
45,23,397.8356164,146.6005101
48,0,1145.778082,529.3853413
48,1,795.7917808,497.3210073
48,2,577.3575342,419.8293691
48,3,435.330137,329.2250606
48,4,348.9205479,214.3479134
48,5,297.5410959,63.11773208
48,6,497.8616438,111.4182608
48,7,820.1589041,296.0017229
48,8,1156.623288,390.0034318
48,9,1302.976712,291.5737315
48,10,1278.761644,213.8111564
48,11,1261.827397,236.2349864
48,12,1314.59726,261.3623157
48,13,1400.260274,284.5357747
48,14,1555.668493,273.5204463
48,15,1774.615068,363.7277484
48,16,1962.109589,374.4332878
48,17,2273.176712,475.7608796
48,18,2207.347945,416.1949587
48,19,1929.735616,390.8498811
48,20,1715.836986,350.4149247
48,21,1912.827397,431.4218815
48,22,1935.772603,562.9742327
48,23,1585.106849,576.2481529
50,0,580.7482515,227.8014011
50,1,346.0353243,211.6251153
50,2,250.2910254,186.5282324
50,3,199.6201528,155.4322865
50,4,165.318784,105.1257667
50,5,163.0467602,30.24143985
50,6,369.104519,47.07790868
50,7,859.8586292,110.0683465
50,8,1463.50468,169.2378094
50,9,1283.952289,136.9467493
50,10,1090.307514,103.1817348
50,11,1162.659157,101.0014433
50,12,1285.77036,99.97297408
50,13,1409.515814,94.03293719
50,14,1661.525648,95.32123381
50,15,2040.270357,98.57979232
50,16,2295.908508,107.5443424
50,17,2638.829922,138.9262288
50,18,2428.829954,151.9621628
50,19,1804.408766,156.4500155
50,20,1459.886,147.2648564
50,21,1271.040036,142.5651659
50,22,1200.226204,167.2336252
50,23,908.465706,205.116625
68,0,1583.045205,783.0781158
68,1,887.3986301,609.4000502
68,2,575.6013699,430.9941852
68,3,410.2191781,308.8260237
68,4,351.7205479,170.5731522
68,5,648.4712329,256.3903593
68,6,1877.293151,1025.880594
68,7,3510.864384,2250.586564
68,8,5045.712329,3265.524907
68,9,4014.180822,1933.063862
68,10,3257.906849,963.3118482
68,11,3316.69726,901.3078427
68,12,3642.391781,1020.298989
68,13,3979.810959,1142.264657
68,14,4538.620548,1300.605268
68,15,5348.49726,1639.754128
68,16,6043.939726,1940.557518
68,17,7406.784932,2826.306349
68,18,6823.79863,2400.792119
68,19,5228.89589,1581.199775
68,20,4157.267123,1215.195519
68,21,3763.39589,1102.153947
68,22,3418.650685,1084.62675
68,23,2560.930137,995.581416
74,0,532.5520548,298.4542356
74,1,321.760274,175.2877824
74,2,212.0808219,109.5859287
74,3,180.609589,86.19865508
74,4,220.8205479,54.69322716
74,5,442.1739726,116.7488183
74,6,1036.378082,401.5894205
74,7,2031.612329,1020.703133
74,8,2277.082192,1062.969734
74,9,1672.79589,536.042738
74,10,1414.515068,298.292632
74,11,1335.09726,250.295743
74,12,1407.283562,264.6033248
74,13,1509.841096,296.5865004
74,14,1764.350685,385.8118909
74,15,2199.078082,631.4825443
74,16,2246.765753,664.5109415
74,17,2189.447945,672.3629896
74,18,1798.10274,449.0140598
74,19,1390.439726,308.5515474
74,20,1110.232877,219.6491042
74,21,930.3287671,189.8212035
74,22,838.6808219,198.7106955
74,23,729.209589,299.9368085
75,0,425.2561644,136.8725594
75,1,264.8232877,127.5587506
75,2,191.5726027,102.2984193
75,3,164.1849315,73.03500893
75,4,210.090411,39.96308367
75,5,433.4273973,125.151303
75,6,1073.780822,377.064841
75,7,2210.173973,1060.408605
75,8,2929.405479,1517.980024
75,9,2045.293151,729.4706193
75,10,1648.861644,358.5149889
75,11,1594.208219,315.3364792
75,12,1582.393151,299.6925909
75,13,1669.993151,325.5788029
75,14,2009.408219,523.488295
75,15,2513.808219,857.6695057
75,16,2435.931507,831.2278625
75,17,2390.510959,841.5065124
75,18,1879.175342,536.429592
75,19,1439.184932,343.5096036
75,20,1110.286301,245.3037846
75,21,879.269863,181.9797538
75,22,803.7424658,163.8725105
75,23,674.6739726,149.6081136
79,0,1889.950685,1299.425271
79,1,1446.845205,1302.203978
79,2,1071.021918,1077.196645
79,3,700.9342466,736.2591566
79,4,402.7054795,332.268624
79,5,286.209589,76.60053448
79,6,551.7328767,186.044963
79,7,1227.391781,617.8278912
79,8,2243.142466,1297.896665
79,9,1798.354795,693.6040437
79,10,1494.067123,311.736848
79,11,1595.142466,400.59242
79,12,1803.354795,518.7302254
79,13,2004.228767,579.5168969
79,14,2255.183562,563.2402404
79,15,2559.49863,567.2568175
79,16,2756.667123,578.5919668
79,17,3112.028767,681.5572828
79,18,3318.471233,753.2933599
79,19,3212.445205,837.4245484
79,20,2920.530137,824.6498012
79,21,2790.534247,827.5006692
79,22,2805.779452,985.6172608
79,23,2393.184932,1180.136785
87,0,560.3369863,270.6890691
87,1,337.0986301,250.0650146
87,2,227.4452055,200.7622659
87,3,160.6534247,147.1828054
87,4,125.2657534,82.03743369
87,5,132.6561644,31.60170285
87,6,293.1890411,111.7555381
87,7,546.4890411,272.5589865
87,8,911.5232877,501.2070589
87,9,826.9876712,312.8884787
87,10,773.3808219,198.4719063
87,11,824.9726027,212.2113288
87,12,924.1589041,247.1625634
87,13,985.6068493,257.4999412
87,14,1168.686301,333.7016508
87,15,1597.983562,578.5425444
87,16,2131.716438,947.8376939
87,17,2832.519178,1476.44993
87,18,2051.220548,847.8607644
87,19,1386.627397,421.9556934
87,20,1091.320548,304.1943845
87,21,995.6232877,281.2680999
87,22,911.3424658,265.679155
87,23,772.9410959,280.1828486
88,0,275.3369863,122.0908784
88,1,151.169863,91.65443942
88,2,93.05753425,62.58165129
88,3,63.29452055,33.85111593
88,4,81.72054795,23.00143109
88,5,247.4972603,126.6858795
88,6,462.4835616,236.1636987
88,7,1035.994521,572.5090088
88,8,1167.868493,633.7396914
88,9,832.2191781,349.8847055
88,10,678.8041096,191.2280757
88,11,765.6287671,216.2552422
88,12,931.2671233,267.1005188
88,13,1097.543836,325.8630686
88,14,1215.623288,365.1956151
88,15,1542.4,503.8520495
88,16,1867.879452,678.1867451
88,17,2264.961644,980.7585198
88,18,1430.60137,530.3362742
88,19,900.2520548,291.7689712
88,20,676.8205479,231.9795456
88,21,567.9205479,201.7698895
88,22,473.0191781,180.0639565
88,23,355.4739726,140.2611322
90,0,1291.589041,722.6208669
90,1,748.3164384,567.5289372
90,2,494.7260274,420.091399
90,3,324.1547945,288.4402107
90,4,246.3479452,158.8921506
90,5,299.209589,87.92619842
90,6,702.2493151,322.2996685
90,7,1653.971233,974.5899214
90,8,3066.560274,1891.538806
90,9,2706.479452,1281.674527
90,10,2308.636986,690.2056738
90,11,2515.742466,681.8003537
90,12,2912.636986,815.3877891
90,13,3268.70274,951.3055159
90,14,3949.134247,1227.343844
90,15,5011.123288,1782.354645
90,16,5434.017808,1917.640643
90,17,6174.926027,2418.399747
90,18,5940.119178,2301.717496
90,19,4499.305479,1566.178406
90,20,3588.946575,1248.577605
90,21,3161.747945,1128.999953
90,22,2740.909589,974.5759079
90,23,2037.757534,846.3430963
100,0,451.090411,245.5663313
100,1,301.9205479,176.785438
100,2,204.3465753,131.942693
100,3,143.1917808,93.70303872
100,4,128.3945205,66.41700555
100,5,198.2958904,162.7774874
100,6,398.2534247,445.4888625
100,7,613.2,831.5824378
100,8,795.1328767,1019.969499
100,9,836.9945205,775.5628745
100,10,772.3945205,566.0129131
100,11,792.0534247,559.8490573
100,12,808.2410959,565.743925
100,13,833.139726,596.7631549
100,14,875.1739726,633.0954664
100,15,919.0767123,714.7815073
100,16,997.8520548,814.5972976
100,17,1130.460274,1022.920318
100,18,1084.183562,846.1714629
100,19,923.8479452,615.2752962
100,20,784.0986301,471.7488301
100,21,743.9876712,454.2044627
100,22,711.6383562,428.4639847
100,23,598.9027397,306.6063684
107,0,909.7534247,549.9950712
107,1,602.0219178,515.4091342
107,2,402.3712329,395.1994381
107,3,253.6260274,256.1231402
107,4,175.2452055,128.0363519
107,5,183.1479452,39.85033767
107,6,401.3931507,129.6692964
107,7,828.2082192,349.4918364
107,8,1274.791781,622.1252816
107,9,1185.99726,420.9818688
107,10,1113.284932,220.8044052
107,11,1180.328767,214.3240086
107,12,1310.375342,247.0472016
107,13,1374.030137,263.0772035
107,14,1549.49589,297.2458315
107,15,1879.69863,431.8345523
107,16,2174.113699,592.0331451
107,17,2505.691781,825.2257152
107,18,2311.628767,654.9092696
107,19,2038.824658,531.0604082
107,20,1762.346575,467.8945271
107,21,1647.328767,433.8663785
107,22,1611.527397,479.7731202
107,23,1318.947945,552.402626
113,0,694.1616438,432.765641
113,1,412.939726,345.5143387
113,2,255.0493151,239.0758391
113,3,156.5589041,155.063357
113,4,114.3876712,77.17419493
113,5,116.8465753,24.54538129
113,6,274.2835616,110.0198779
113,7,684.7575342,387.3256661
113,8,1385.691781,856.5502264
113,9,1232.235616,569.1420799
113,10,1028.424658,268.261257
113,11,1100.632877,236.245297
113,12,1340.883562,308.7275782
113,13,1492.19589,341.1769651
113,14,1659.050685,369.0767094
113,15,2006.989041,482.2688973
113,16,2229.261644,567.537241
113,17,2492.805479,703.0358433
113,18,2430.180822,688.211216
113,19,2088.420548,550.8372053
113,20,1889.787671,534.2925352
113,21,1759.643836,490.2513274
113,22,1522.035616,470.3614305
113,23,1120.436986,475.698775
114,0,1037.127397,617.71104
114,1,705.060274,584.7282221
114,2,475.2726027,461.2859177
114,3,264.339726,279.5714478
114,4,136.5027397,110.81842
114,5,101.0205479,26.83354911
114,6,227.5287671,88.64703127
114,7,515.1383562,272.7104944
114,8,960.5876712,540.1566187
114,9,929.9356164,396.5267727
114,10,883.1164384,223.9975416
114,11,1071.983562,240.8567464
114,12,1362.012329,319.1223881
114,13,1650.479452,407.4453824
114,14,1918.272603,471.7030418
114,15,2317.289041,586.5179572
114,16,2731.078082,697.6469549
114,17,3207.724658,889.5350087
114,18,3273.920548,930.6084381
114,19,2790.482192,759.8492128
114,20,2218.608219,627.8878653
114,21,1892.289041,536.5435843
114,22,1665.021918,528.6356273
114,23,1382.076712,604.5082343
116,0,381.2561644,130.7787013
116,1,264.0369863,123.7696653
116,2,194.8863014,100.8392054
116,3,170.8945205,72.81209141
116,4,243.909589,48.56034433
116,5,509.509589,168.1143237
116,6,1004.479452,410.4647241
116,7,1855.020548,964.2814454
116,8,2164.853425,1027.284478
116,9,1597.339726,497.6980091
116,10,1295.390411,284.855292
116,11,1223.820548,262.238071
116,12,1266.424658,275.1485753
116,13,1310.458904,277.0968574
116,14,1445.193151,315.5437699
116,15,1559.189041,406.2264802
116,16,1516.226027,412.0472886
116,17,1504.627397,437.1752617
116,18,1345.308219,370.5756536
116,19,1037.442466,259.4325402
116,20,820.0150685,187.4889913
116,21,690.3863014,147.7230339
116,22,627.8821918,136.2649213
116,23,512.1383562,131.4008152
120,0,5.526027397,3.697032043
120,1,3.819178082,3.239022085
120,2,2.810958904,2.804051627
120,3,2.091780822,2.288172813
120,4,1.953424658,1.885041994
120,5,1.946575342,1.487449294
120,6,3.275342466,1.783038576
120,7,5.78630137,3.519232484
120,8,7.650684932,4.3239729
120,9,6.590410959,3.368646868
120,10,5.365753425,2.898214728
120,11,5.289041096,2.874134289
120,12,5.526027397,3.032065823
120,13,5.961643836,3.018217669
120,14,7.069863014,3.41894925
120,15,6.842465753,3.246795098
120,16,7.138356164,3.472215018
120,17,8.108219178,3.644800247
120,18,8.535616438,3.931089193
120,19,8.12739726,3.713533632
120,20,7.520547945,4.030778666
120,21,7.408219178,3.584823728
120,22,7.24109589,3.686546766
120,23,7.261643836,3.659556523
125,0,368.5684932,214.3988856
125,1,238.9178082,189.888015
125,2,170.7479452,151.0655688
125,3,114.9287671,101.772685
125,4,81.50547945,56.57167635
125,5,68.3109589,17.45165426
125,6,132.5205479,49.28206367
125,7,293.5410959,152.7916594
125,8,564.160274,326.5599646
125,9,596.4205479,283.5318643
125,10,542.2410959,173.7593592
125,11,581.8136986,166.5582308
125,12,673.1890411,195.2136388
125,13,775.6328767,231.4585103
125,14,975.4328767,329.6271477
125,15,1198.860274,454.6095654
125,16,1363.884932,599.3132219
125,17,1726.691781,925.5971858
125,18,1425.909589,635.7038979
125,19,1040.447945,365.7815252
125,20,826.8561644,319.1262546
125,21,729.8013699,250.5007063
125,22,693.4438356,235.6030065
125,23,547.3821918,237.0246882
127,0,268.1876712,115.7816834
127,1,200.8205479,112.6605149
127,2,150.2424658,89.09334575
127,3,127.1643836,77.4505132
127,4,169.3863014,61.19772832
127,5,320.5808219,99.63234012
127,6,602.6150685,258.1485702
127,7,1166.921918,640.5135034
127,8,1221.584932,597.9657298
127,9,770.1287671,244.6593497
127,10,624.1369863,145.6047806
127,11,585.9068493,127.3972308
127,12,600.6054795,127.3332276
127,13,669.6684932,137.8629057
127,14,739.1808219,162.6419656
127,15,826.0369863,223.727893
127,16,783.9,208.0879698
127,17,771.6246575,204.0431083
127,18,652.2082192,148.6440144
127,19,535.4356164,111.6103443
127,20,454.560274,97.44812448
127,21,418.2150685,95.7378052
127,22,380.3917808,100.5201421
127,23,323.5739726,110.9304736
128,0,8.516438356,3.756348579
128,1,5.305479452,2.916035342
128,2,4.034246575,2.453446901
128,3,2.928767123,2.058904809
128,4,3.104109589,1.969621018
128,5,8.369863014,3.728461141
128,6,21.64109589,6.013698027
128,7,24.68630137,6.590424426
128,8,17.6630137,5.709845343
128,9,15.80273973,5.40329556
128,10,14.99589041,4.755328781
128,11,13.86849315,5.149263847
128,12,13.45890411,5.270107112
128,13,14.61917808,5.494745152
128,14,17.26986301,5.908752545
128,15,17.83561644,5.313010918
128,16,16.27945205,5.20828081
128,17,16.06849315,5.520453966
128,18,17.36575342,5.131112747
128,19,20.07260274,5.316995559
128,20,15.56986301,5.151069912
128,21,12.80958904,4.701010147
128,22,15.29863014,4.774029341
128,23,16.33150685,5.287583528
137,0,681.8664631,241.5410141
137,1,427.134058,270.1182676
137,2,289.7677434,228.9034539
137,3,199.8849643,158.9988257
137,4,149.6781488,82.90776565
137,5,184.0746504,23.29331927
137,6,472.4756445,65.97581297
137,7,867.8008622,125.6785949
137,8,1222.965759,186.8694133
137,9,1039.319032,145.1869124
137,10,942.5221532,78.88750639
137,11,995.0274143,64.22150168
137,12,1103.875504,73.63160032
137,13,1180.352123,73.34340332
137,14,1361.767498,76.94779033
137,15,1695.46662,88.99227181
137,16,1994.095374,106.3501159
137,17,2249.598474,147.5689173
137,18,1958.357159,147.9085373
137,19,1665.378113,169.572076
137,20,1380.324567,172.663044
137,21,1248.197817,164.9482594
137,22,1236.19584,190.4323589
137,23,1017.668187,233.7088259
140,0,498.3972683,127.1498173
140,1,237.2047662,117.1763107
140,2,146.2634536,91.9807095
140,3,104.4233253,63.0170566
140,4,107.1813806,31.37007239
140,5,216.2131832,45.24828719
140,6,612.0162554,123.4871752
140,7,1255.58803,221.5356437
140,8,1951.993857,344.2465586
140,9,1650.974119,289.1417194
140,10,1495.981032,207.3684407
140,11,1556.643478,169.9055144
140,12,1675.596603,155.4647599
140,13,1810.281808,166.09271
140,14,2168.849304,192.8725261
140,15,2691.32836,224.7782248
140,16,3281.008103,242.7674244
140,17,4213.306178,340.0350333
140,18,3383.532406,269.0098227
140,19,2299.624094,185.4798259
140,20,1573.213441,135.8279859
140,21,1204.826262,117.249768
140,22,1045.73663,117.2332961
140,23,833.2569472,132.1578209
141,0,548.3219178,289.7231149
141,1,330.3821918,246.353634
141,2,220.0273973,179.4082387
141,3,150.8972603,116.561524
141,4,133.9082192,61.39392305
141,5,169.5726027,40.14105192
141,6,437.7493151,168.013697
141,7,1116.213699,538.1994529
141,8,1909.336986,1031.933016
141,9,1458.858904,544.0478531
141,10,1260.242466,232.3838415
141,11,1327.167123,222.8935957
141,12,1439.257534,245.0302397
141,13,1506.831507,255.9007499
141,14,1723.694521,327.9055388
141,15,2209.689041,605.0642773
141,16,2653.128767,879.5210006
141,17,3028.639726,1144.083267
141,18,2610.578082,806.1190078
141,19,2065.008219,538.9423926
141,20,1582.856164,368.3747158
141,21,1321.90274,302.500045
141,22,1187.549315,325.7901626
141,23,912.3068493,339.7379917
142,0,1021.247945,465.0838769
142,1,460.3876712,276.2276185
142,2,244.3287671,164.7607947
142,3,149.6945205,99.01201156
142,4,150.6273973,53.89552781
142,5,272.1986301,69.95573947
142,6,656.3150685,236.4272583
142,7,1599.150685,759.5384721
142,8,2621.889041,1329.516442
142,9,2474.727397,890.3952104
142,10,2477.443836,655.0121395
142,11,2770.890411,640.8446065
142,12,3321.00274,759.3256376
142,13,3680.480822,854.8689487
142,14,4401.686301,1138.38527
142,15,5695.846575,1781.133862
142,16,6465.436986,2053.10147
142,17,7055.146575,2481.14819
142,18,5994.331507,1837.076796
142,19,4576.058904,1267.37697
142,20,3509.035616,1002.74787
142,21,3347.154795,1197.964968
142,22,3103.093151,1230.462914
142,23,2095.732877,893.6003232
143,0,427.4712329,213.1927581
143,1,208.3150685,136.1437428
143,2,119.1520548,87.43314218
143,3,75.22054795,54.81338201
143,4,76.93150685,30.39507973
143,5,149.0506849,42.48468012
143,6,426.5452055,177.7991075
143,7,1197.208219,672.4437675
143,8,2094.973973,1207.529326
143,9,1670.530137,665.9628856
143,10,1389.909589,342.2911948
143,11,1432.065753,299.6482594
143,12,1581.880822,344.0720819
143,13,1706.608219,388.9520935
143,14,1943.50274,450.2544936
143,15,2335.030137,594.000565
143,16,2621.987671,731.648535
143,17,2663.10274,726.742907
143,18,2597.449315,682.900761
143,19,1985.927397,500.4259162
143,20,1549.010959,379.2594182
143,21,1340.676712,367.0105004
143,22,1282.154795,435.8392618
143,23,844.5767123,346.3168744
144,0,966.8,589.7101667
144,1,623.1410959,520.5421892
144,2,427.8410959,409.0917833
144,3,276.6178082,279.3741594
144,4,178.360274,149.6696419
144,5,123.1671233,37.14694084
144,6,257.7506849,81.42274503
144,7,617.7835616,294.8655126
144,8,1146.028767,591.5630877
144,9,1243.716438,462.0588866
144,10,1441.865753,353.7019407
144,11,1872.645205,424.2609213
144,12,2438.394521,572.3724151
144,13,2946.173973,754.36055
144,14,3485.69726,922.6479161
144,15,4185.5,1112.268173
144,16,4880.124658,1260.287251
144,17,5838.632877,1605.429805
144,18,5325.373973,1418.356526
144,19,4152.906849,1097.220292
144,20,3133.680822,881.1376972
144,21,2460.689041,716.211886
144,22,1988.882192,645.5294271
144,23,1441.578082,640.3769295
148,0,1669.715068,1101.982761
148,1,1266.268493,1119.772231
148,2,929.5986301,925.1978555
148,3,614.409589,634.9021014
148,4,378.3260274,307.7481699
148,5,262.6383562,71.58477018
148,6,537.2767123,186.4388679
148,7,1165.352055,573.5298
148,8,2013.223288,1085.795301
148,9,1651.668493,618.8789854
148,10,1544.979452,361.320761
148,11,1711.668493,372.6704907
148,12,1996.253425,451.7262638
148,13,2303.423288,531.0026417
148,14,2835.153425,708.0100718
148,15,3440.8,916.9990051
148,16,3493.136986,891.7425077
148,17,3865.064384,1018.561656
148,18,3639.450685,923.2279305
148,19,3042.189041,813.4636895
148,20,2742.617808,782.1462631
148,21,2548.178082,744.0997109
148,22,2384.543836,797.3402279
148,23,2089.576712,1002.811044
151,0,240.2123288,98.80189049
151,1,137.2219178,80.4018717
151,2,94.11917808,60.0204884
151,3,70.85479452,42.96859172
151,4,79.12054795,26.93209955
151,5,130.269863,32.2301786
151,6,310.4123288,119.0933334
