taxi_zone,hour,mean,std
151,7,800.5082192,408.7102241
151,8,1259.571233,630.3593819
151,9,1003.480822,330.8765518
151,10,853.9356164,167.5692514
151,11,836.6013699,159.680352
151,12,871.4054795,164.7060981
151,13,907.4013699,168.2498689
151,14,924.1328767,167.5987276
151,15,1039.312329,207.177865
151,16,1073.594521,235.7542895
151,17,1144.824658,282.4263905
151,18,1096.586301,265.2678411
151,19,857.5273973,200.1585858
151,20,709.3410959,153.9918231
151,21,576.1534247,124.1862777
151,22,510.8986301,127.1580058
151,23,373.5835616,114.573183
152,0,162.0589041,62.86469965
152,1,114.9273973,61.95543724
152,2,85.12054795,51.65076606
152,3,70.93287671,39.6569949
152,4,97.12328767,23.94549435
152,5,206.5164384,64.95342114
152,6,385.9849315,149.4560271
152,7,744.0123288,393.1487516
152,8,918.7383562,442.6674151
152,9,651.6561644,221.6457792
152,10,553.0205479,144.5330056
152,11,512.8794521,130.2301613
152,12,547.2575342,147.1410472
152,13,573.3986301,147.2826524
152,14,660.7164384,192.5636599
152,15,727.4726027,256.1491655
152,16,674.0246575,223.5686604
152,17,666.0972603,229.8470897
152,18,583.2123288,189.9785422
152,19,456.8849315,133.1318145
152,20,360.0643836,94.20780793
152,21,310.6452055,79.6288812
152,22,269.6506849,72.1831226
152,23,218.4671233,66.32411697
153,0,37.45890411,14.3490328
153,1,23.81917808,12.93595766
153,2,16.40136986,9.702530225
153,3,17.84246575,6.746729489
153,4,37.55068493,11.40119026
153,5,101.2561644,41.71845501
153,6,191.9794521,85.73547453
153,7,373.8945205,203.7094978
153,8,358.8438356,178.2880108
153,9,220.0260274,75.83065844
153,10,181.1082192,50.84938963
153,11,167.3369863,41.57200937
153,12,173.2657534,42.04048679
153,13,200.4150685,48.18180069
153,14,231.0479452,60.45578282
153,15,239.0479452,67.03091155
153,16,241.3589041,68.19623874
153,17,230.2739726,62.24233808
153,18,193.3205479,46.55163647
153,19,155.1917808,35.8630827
153,20,132.1438356,29.65609691
153,21,112.6164384,27.7965024
153,22,83.96849315,20.65067333
153,23,59.87123288,17.86267905
158,0,1050.75145,359.3451164
158,1,661.8554135,349.7699626
158,2,428.238823,278.0613284
158,3,232.4244336,157.7068868
158,4,126.545945,56.71758478
158,5,117.7088949,16.2976034
158,6,267.7678493,44.87979172
158,7,593.7262004,86.90586048
158,8,1170.609858,159.1719647
158,9,1035.883733,119.4998799
158,10,923.0792535,83.13254686
158,11,1029.504195,97.19755614
158,12,1254.136876,114.4648998
158,13,1464.493495,129.7681668
158,14,1741.866857,130.8202049
158,15,2187.976798,136.6536313
158,16,2466.079137,153.4480541
158,17,2789.056717,178.6325569
158,18,2622.082759,201.4561317
158,19,2265.508592,227.0178312
158,20,2025.475227,234.0001491
158,21,1987.120394,215.5139676
158,22,1851.096436,254.9555057
158,23,1504.322647,324.5592616
161,0,974.9780822,416.334883
161,1,416.7342466,214.7189839
161,2,217.1232877,111.6130939
161,3,136.3452055,65.58261639
161,4,139.730137,48.77340228
161,5,263.9506849,102.5571019
161,6,667.3178082,320.079556
161,7,1215.609589,633.6506913
161,8,1654.378082,829.8082609
161,9,1955.09863,799.3008698
161,10,2114.671233,625.0951281
161,11,2473.208219,643.5645551
161,12,2885.389041,773.0041299
161,13,3215.982192,890.2297023
161,14,3821.353425,1146.886107
161,15,4654.076712,1518.183453
161,16,6029.132877,2330.965432
161,17,8852.908219,4560.71263
161,18,7018.809589,3412.728975
161,19,4591.531507,1853.189051
161,20,3336.710959,1322.032433
161,21,2720.616438,1054.462811
161,22,2284.454795,834.799189
161,23,1615.654795,606.510312
162,0,1154.319178,431.0206069
162,1,490.639726,246.7791209
162,2,235.9780822,133.859454
162,3,145.1342466,83.98369137
162,4,153.0383562,48.14454297
162,5,575.5232877,287.2344127
162,6,1736.817808,983.1635292
162,7,4018.339726,2581.573044
162,8,6010.916438,3956.609439
162,9,4747.187671,2400.858208
162,10,3889.271233,1183.089047
162,11,3939.79726,1026.988128
162,12,4160.772603,1045.536996
162,13,4268.153425,1121.752692
162,14,4892.315068,1408.791608
162,15,5862.730137,1883.769611
162,16,7529.180822,2953.698989
162,17,11025.4,5775.529217
162,18,8857.447945,4252.631051
162,19,5557.415068,2057.112607
162,20,3897.679452,1262.431382
162,21,3056.065753,919.2550518
162,22,2576.564384,872.1729903
162,23,1857.458904,608.4890677
163,0,890.4506849,384.0918077
163,1,423.4561644,254.703914
163,2,257.7849315,172.6874848
163,3,161.1808219,116.3664576
163,4,136.6178082,62.50594889
163,5,179.1575342,48.69471658
163,6,401.8383562,124.0586443
163,7,862.0561644,355.1961391
163,8,1403.134247,596.0863984
163,9,1608.079452,492.6367
163,10,1666.321918,344.6872727
163,11,1827.524658,356.7816054
163,12,2047.657534,388.4801845
163,13,2235.745205,430.2932369
163,14,2618.024658,544.1549061
163,15,3206.935616,756.643001
163,16,3773.038356,993.246358
163,17,4597.943836,1613.575847
163,18,4149.471233,1434.931218
163,19,3031.819178,853.944952
163,20,2338.615068,631.9543433
163,21,2169.438356,639.6147736
163,22,2207.621918,726.8729156
163,23,1571.268493,536.9985317
164,0,1017.69589,469.2228822
164,1,655.0287671,417.6953038
164,2,444.1054795,336.5884986
164,3,308.460274,251.0186308
164,4,250.1383562,161.8800934
164,5,226.3630137,57.80280561
164,6,403.7794521,123.6891513
164,7,943.7465753,441.5057166
164,8,1603.59863,843.6436273
164,9,1626.565753,627.815569
164,10,1557.108219,362.4194503
164,11,1684.987671,331.6266491
164,12,1850.034247,360.9086007
164,13,1959.421918,392.1101264
164,14,2148.742466,449.8613589
164,15,2596.973973,655.3566454
164,16,2973.613699,870.1466592
164,17,3581.680822,1288.897535
164,18,3156.750685,967.5554851
164,19,2524.931507,625.407215
164,20,2120.528767,511.7660242
164,21,1908.871233,454.0883206
164,22,1784.916438,464.593366
164,23,1495.221918,530.0661139
166,0,435.9342466,150.1602292
166,1,245.2383562,123.9750767
166,2,165.4780822,98.77713306
166,3,126.6671233,70.35079758
166,4,142.2383562,39.57709439
166,5,295.1191781,97.94654789
166,6,725.2945205,290.3040072
166,7,1529.449315,782.4100176
166,8,2201.617808,1106.518463
166,9,1728.469863,615.9018701
166,10,1547.590411,379.6949439
166,11,1675.384932,405.891349
166,12,1868.464384,467.3883948
166,13,2000.821918,514.4714507
166,14,2250.79589,626.0747255
166,15,2594.650685,800.3678098
166,16,3065.135616,1136.254033
166,17,3375.883562,1433.47853
166,18,2604.50411,960.7365462
166,19,1971.976712,690.8367033
166,20,1564.226027,579.1567633
166,21,1275.856164,459.001391
166,22,1015.49589,314.8045935
166,23,688.7808219,211.7003373
170,0,1006.271632,339.9479457
170,1,570.6660994,348.236366
170,2,349.8223264,274.5729437
170,3,223.1450741,183.3850059
170,4,174.4068529,93.07021437
170,5,225.765428,31.88292887
170,6,501.1597096,98.10154181
170,7,1037.183296,237.8785315
170,8,1637.027024,346.9070457
170,9,1777.696947,324.8501949
170,10,1806.596431,196.4962503
170,11,2016.832883,152.9937425
170,12,2263.266777,156.8956064
170,13,2502.933365,159.3484501
170,14,2887.444124,171.6891475
170,15,3548.067978,197.2045184
170,16,4451.964969,248.65841
170,17,6217.823406,436.8294892
170,18,5046.149349,369.7194016
170,19,3474.896108,301.9926891
170,20,2681.916729,283.6959166
170,21,2258.662393,284.1134847
170,22,1984.861173,290.4740561
170,23,1520.543938,338.9335112
186,0,1944.035616,954.6719192
186,1,943.4246575,638.0533585
186,2,557.4219178,395.5712406
186,3,346.709589,248.8644235
186,4,373.3260274,124.9391754
186,5,945.1150685,404.8163301
186,6,3006.768493,1582.800518
186,7,5893.40137,3540.747868
186,8,7748.752055,4703.236128
186,9,6194.852055,2889.1231
186,10,4852.915068,1281.19619
186,11,4933.871233,1138.618883
186,12,5399.872603,1247.189275
186,13,5863.913699,1382.939263
186,14,6576.047945,1559.165672
186,15,7737.994521,1949.108504
186,16,9247.017808,2615.306984
186,17,12204.77945,4612.337629
186,18,10690.23562,3534.324052
186,19,7727.087671,2003.535601
186,20,6160.257534,1590.665957
186,21,5263.491781,1441.441492
186,22,4600.927397,1495.7439
186,23,3431.29863,1413.536557
194,0,5.18630137,3.607769206
194,1,1.942465753,3.541558785
194,2,1.138356164,1.57004977
194,3,0.793150685,1.320808329
194,4,1.382191781,1.562756039
194,5,4.67260274,2.478093889
194,6,9.42739726,5.40698274
194,7,17.64931507,11.87868633
194,8,23.48630137,26.3193004
194,9,20.29178082,18.87453524
194,10,16.23972603,17.88774047
194,11,16.27808219,24.08821662
194,12,16.10684932,28.14058538
194,13,16.89178082,32.59790467
194,14,20.37671233,46.35704761
194,15,29.31780822,61.50856463
194,16,28.70958904,78.16752816
194,17,26.23424658,80.62025451
194,18,25.25890411,67.6883043
194,19,18.13972603,37.83390435
194,20,13.56849315,16.82056825
194,21,8.683561644,10.77936241
194,22,8.593150685,6.706687054
194,23,11.10547945,5.74311517
202,0,65.39863014,34.39700035
202,1,38.64383562,27.45165091
202,2,24.96986301,18.96416869
202,3,19.74246575,13.8661831
202,4,22.59863014,9.648229802
202,5,47.45753425,14.46442984
202,6,124.8917808,57.49845171
202,7,367.6479452,220.142062
202,8,544.7191781,310.4661866
202,9,409.3739726,173.8507823
202,10,313.7547945,92.83409327
202,11,302.2945205,95.96905707
202,12,299.8246575,102.9924389
202,13,305.7136986,99.23093268
202,14,328.9630137,96.67191699
202,15,365.4863014,109.763909
202,16,383.8164384,126.2350856
202,17,389.360274,133.9549617
202,18,357.8986301,128.8852304
202,19,263.339726,99.50522143
202,20,208.1671233,75.15092826
202,21,157.260274,56.86033895
202,22,139.4205479,79.22240309
202,23,106.6068493,44.90386264
209,0,538.3123288,236.915573
209,1,248.1753425,159.3645628
209,2,128.9260274,94.2782998
209,3,82.67534247,56.94176815
209,4,87.53424658,28.81299727
209,5,241.3767123,100.915884
209,6,837.8273973,435.8201707
209,7,1711.071233,981.3432749
209,8,2564.442466,1534.793062
209,9,1987.680822,909.7556167
209,10,1594.326027,461.669536
209,11,1765.823288,471.8743297
209,12,2058.561644,555.7700891
209,13,2258.390411,615.5610261
209,14,2716.953425,766.9235823
209,15,3577.40411,1196.619949
209,16,4890.446575,2075.354834
209,17,6583.419178,3485.315826
209,18,4759.589041,2214.842448
209,19,2866.665753,1033.052439
209,20,1957.338356,658.166176
209,21,1501.130137,492.1551366
209,22,1299.587671,542.9139775
209,23,921.3452055,326.729294
211,0,456.6191781,292.5740457
211,1,323.5958904,274.5302355
211,2,215.7917808,207.4712479
211,3,126.2821918,129.1586357
211,4,77.8,61.62191458
211,5,63.65753425,19.6134239
211,6,113.030137,35.85857254
211,7,209.6630137,94.61259614
211,8,442.6794521,227.2985111
211,9,503.4356164,175.8850926
211,10,553.6123288,114.2886227
211,11,655.9863014,130.0580638
211,12,780.9465753,163.6925039
211,13,869.4178082,188.9532482
211,14,1017.354795,226.1544415
211,15,1165.626027,280.4038165
211,16,1270.453425,324.4341342
211,17,1500.213699,475.4235
211,18,1447.217808,439.0240491
211,19,1213.615068,346.2119898
211,20,968.7520548,286.1819716
211,21,811.3342466,234.9923282
211,22,736.7041096,243.7258858
211,23,635.360274,293.96976
224,0,525.9987021,90.12536028
224,1,298.3079661,89.87040268
224,2,193.6123692,78.78805266
224,3,128.075208,62.19626537
224,4,97.8697992,34.6934397
224,5,115.1376046,13.57294202
224,6,299.7065111,23.18018065
224,7,782.6791245,62.32777026
224,8,1433.246593,121.1127926
224,9,1091.366801,69.21925643
224,10,884.6710663,37.6094148
224,11,927.0843841,46.44599413
224,12,1040.171068,51.92619149
224,13,1164.887864,57.52918192
224,14,1377.887686,64.10194172
224,15,1693.119016,69.39990713
224,16,1923.985421,80.32461274
224,17,2133.688565,111.346004
224,18,1912.380701,99.24477137
224,19,1582.372913,88.97235747
224,20,1308.848908,81.57239113
224,21,1173.790968,76.94037324
224,22,1135.830981,87.68814463
224,23,844.272446,93.74308592
229,0,749.3109589,318.4704753
229,1,384.2780822,250.8486133
229,2,237.6123288,184.0068187
229,3,160.4958904,128.5363873
229,4,135.9479452,70.97160334
229,5,170.6369863,35.48296605
229,6,379.8410959,130.0234629
229,7,856.6561644,399.2172841
229,8,1488.268493,741.0803919
229,9,1473.989041,522.582463
229,10,1463.242466,345.8638736
229,11,1600.582192,336.756765
229,12,1794.031507,389.318518
229,13,1957.186301,462.2917366
229,14,2414.284932,723.1884503
229,15,2922.242466,1011.759814
229,16,3707.139726,1568.25336
229,17,5298.764384,2875.632758
229,18,4380.965753,2185.480965
229,19,2875.243836,1089.309683
229,20,2029.212329,655.7923051
229,21,1689.243836,501.8224627
229,22,1480.20137,442.2549547
229,23,1146.623288,398.7443175
230,0,3894.352055,1483.187167
230,1,1744.961644,916.3598685
230,2,954.3136986,556.2389342
230,3,633.6328767,348.1299081
230,4,616.669863,211.9181761
230,5,1869.891781,917.9859884
230,6,4619.678082,2491.417602
230,7,7080.508219,3859.187449
230,8,9261.738356,4843.407863
230,9,8348.608219,3227.762349
230,10,7157.619178,1900.576456
230,11,7088.027397,1808.661321
230,12,7443.836986,1843.950335
230,13,8171.890411,2049.384893
230,14,9729.154795,2564.665909
230,15,11790.52055,3410.327943
230,16,15685.9274,5084.095073
230,17,21871.23699,9622.637878
230,18,17973.1274,7230.215365
230,19,12121.97945,3689.274791
230,20,9435.839726,2746.958748
230,21,9990.249315,3330.211868
230,22,9976.193151,3518.082912
230,23,6475.813699,2420.657846
231,0,1050.510959,553.8540666
231,1,605.3356164,433.5152179
231,2,383.0054795,316.6390414
231,3,252.9534247,204.9511582
231,4,209.9835616,102.6483991
231,5,350.2027397,113.7357416
231,6,867.1123288,400.331863
231,7,1886.430137,1056.96935
231,8,2885.20411,1690.570341
231,9,2569.80274,1143.556447
231,10,2378.879452,685.4394697
231,11,2740.335616,684.1574903
231,12,3245.754795,817.942161
231,13,3617.49726,924.5622391
231,14,4317.052055,1251.446471
231,15,5829.167123,2088.131873
231,16,7303.882192,3049.817262
231,17,9493.220548,4943.050984
231,18,7312.756164,3418.520637
231,19,4736.320548,1722.42889
231,20,3342.853425,1081.176998
231,21,2571.438356,787.7092099
231,22,2229.873973,698.9807477
231,23,1713.834247,658.878574
232,0,369.3260274,190.8152404
232,1,247.9219178,183.9369731
232,2,174.8205479,148.0286346
232,3,129.7342466,111.8714261
232,4,117.4493151,67.14391546
232,5,146.3219178,27.99371253
232,6,280.2013699,90.56897877
232,7,587.6589041,271.5957015
232,8,812.669863,376.7109218
232,9,693.6123288,223.8331588
232,10,641.1178082,140.0933349
232,11,631.3739726,133.6907704
232,12,701.0726027,157.9800093
232,13,738.7780822,168.2753314
232,14,894.5876712,212.1734767
232,15,973.0465753,220.6580146
232,16,1109.013699,280.6087295
232,17,1150.747945,297.1566066
232,18,1036.760274,240.5363493
232,19,851.6136986,207.263889
232,20,749.5246575,200.2087253
232,21,684.2041096,190.214573
232,22,603.9260274,193.6184006
232,23,511.2287671,197.1336675
233,0,905.2022739,185.2728495
233,1,414.9127868,186.9305108
233,2,240.7031334,157.7032287
233,3,157.5144909,113.8454631
233,4,138.2164582,59.67263959
233,5,352.2643105,31.34781275
233,6,1025.805682,89.56221372
233,7,2321.159739,211.3003509
233,8,3644.592566,360.6450108
233,9,2953.416862,253.0974001
233,10,2533.134626,122.9866369
233,11,2600.245198,92.18024303
233,12,2819.245186,104.616211
233,13,2973.894423,115.0780521
233,14,3521.419434,136.7874751
233,15,4307.173889,176.4699428
233,16,5589.076496,296.8855906
233,17,8186.747182,604.6521767
233,18,6535.776263,462.5594663
233,19,4042.238041,256.2974487
233,20,2746.956648,178.6321877
233,21,2150.299839,153.8337209
233,22,1851.069243,165.2607904
233,23,1399.496638,187.7234631
234,0,1823.394521,920.6606848
234,1,933.9849315,689.8561477
234,2,543.7972603,472.9598567
234,3,337.6452055,311.8771414
234,4,252.909589,167.7982329
234,5,328.7534247,77.68931139
234,6,896.6945205,390.1373169
234,7,2422.593151,1370.905715
234,8,4446.287671,2756.423926
234,9,3923.912329,1877.840708
234,10,3589.864384,1045.278676
234,11,4217.164384,1058.180211
234,12,5153.973973,1276.745422
234,13,5757.641096,1419.963444
234,14,7230.830137,1988.385398
234,15,8977.532877,2804.329879
234,16,9994.557534,3302.89122
234,17,11566.83014,4550.13896
234,18,10268.27808,3834.525201
234,19,7870.531507,2584.184273
234,20,6322.227397,2032.538124
234,21,5165.786301,1622.735949
234,22,4285.257534,1318.155261
234,23,3159.043836,1163.027844
236,0,527.1712329,235.8441267
236,1,257.3424658,158.1339068
236,2,145.1534247,98.6620287
236,3,95.07123288,64.40015822
236,4,106.8136986,30.62147016
236,5,246.1986301,80.7355095
236,6,811.8616438,360.7773292
236,7,2272.560274,1273.87459
236,8,3566.261644,2077.559226
236,9,2733,1125.593093
236,10,2467.931507,611.2618721
236,11,2664.727397,555.6990737
236,12,2995.769863,585.6444135
236,13,3177.920548,652.2487001
236,14,3718.846575,869.9157133
236,15,4972.957534,1577.059711
236,16,5455.415068,1845.221805
236,17,5405.905479,1828.74553
236,18,4424.332877,1415.686822
236,19,3179.923288,924.2181256
236,20,2349.438356,657.7131242
236,21,1881.963014,537.6061276
236,22,1540.735616,455.1513895
236,23,1054.815068,356.2135656
237,0,892.409589,355.3711531
237,1,364.7917808,213.682438
237,2,182.1575342,116.4269547
237,3,113.0986301,65.84479922
237,4,131.790411,37.06089848
237,5,288.8493151,94.88729452
237,6,871.8465753,357.3740319
237,7,2364.116438,1211.605891
237,8,3909.872603,2150.395407
237,9,3458.456164,1470.303066
237,10,3351.282192,990.7719662
237,11,3951.49589,1041.488489
237,12,4645.410959,1197.78864
237,13,4963.312329,1271.108674
237,14,6207.778082,1954.192996
237,15,8136.839726,2927.080764
237,16,9364.079452,3706.606982
237,17,10334.58082,4588.239396
237,18,8307.682192,3377.19555
237,19,5635.365753,1933.497136
237,20,4215.252055,1467.397057
237,21,3041.117808,1002.942324
237,22,2545.272603,776.5023676
237,23,1810.628767,590.0562113
238,0,582.3054795,239.6863831
238,1,283.4232877,169.771234
238,2,167.0054795,110.4378241
238,3,115.1506849,69.08428506
238,4,133.5767123,36.27550811
238,5,282.6027397,88.02145264
238,6,798.9356164,343.6051103
238,7,2218.338356,1266.544654
238,8,3907.749315,2283.637776
238,9,2812.360274,1135.643449
238,10,2304.632877,525.0747567
238,11,2329.276712,469.0086707
238,12,2533.952055,525.1533754
238,13,2611.265753,546.6383116
238,14,2967.112329,664.0113465
238,15,3775.549315,1166.67352
238,16,3974.30274,1239.615729
238,17,4075.827397,1292.680412
238,18,3622.409589,1074.399449
238,19,2618.157534,670.8275532
238,20,1967.50411,457.4557247
238,21,1662.29589,381.4806582
238,22,1445.245205,386.2991284
238,23,1006.567123,312.132941
239,0,459.090411,248.2366233
239,1,257.9369863,189.0620524
239,2,149.2657534,123.3087755
239,3,93.43150685,77.28625177
239,4,82.48630137,38.52856641
239,5,129.2356164,31.89982335
239,6,296.3465753,100.3816948
239,7,709.9684932,333.634379
239,8,1246.921918,588.9788011
239,9,1177.49863,318.0675759
239,10,1185.910959,195.1531326
239,11,1229.09589,217.462367
239,12,1346.247945,254.5584631
239,13,1396.460274,271.4962286
239,14,1511.657534,251.8949919
239,15,1741.834247,299.4142955
239,16,1863.80411,341.1534839
239,17,1955.089041,381.9534427
239,18,1918.058904,417.533417
239,19,1573.594521,362.521417
239,20,1227.936986,266.2279496
239,21,1173.158904,269.3429071
239,22,1071.628767,314.7794629
239,23,753.5917808,313.2433115
243,0,382.7931507,140.1532366
243,1,268.3780822,135.1234341
243,2,193.969863,108.8949692
243,3,169.1273973,82.23537726
243,4,273.8739726,53.6542864
243,5,733.7109589,290.5839445
243,6,1436.486301,657.8553157
243,7,2964.645205,1692.206806
243,8,3125.365753,1598.384346
243,9,2012.367123,699.319157
243,10,1583.347945,383.9263933
243,11,1511.910959,334.3351555
243,12,1561.368493,344.5848178
243,13,1663.354795,357.2563663
243,14,1846.612329,445.2145478
243,15,1955.441096,519.1694934
243,16,1856.206849,506.7610858
243,17,1790.667123,509.6627763
243,18,1467.7,380.6697104
243,19,1087.361644,247.1843265
243,20,875.7506849,191.8619925
243,21,726.6958904,161.6746572
243,22,629.9520548,143.1194371
243,23,537.660274,141.4738593
244,0,511.6178082,160.004734
244,1,334.7109589,152.1365444
244,2,248.8315068,126.230961
244,3,214.760274,94.74365854
244,4,330.6575342,60.92053768
244,5,775.2383562,256.1789137
244,6,1537.280822,590.9287306
244,7,2754.006849,1281.638611
244,8,2931.631507,1321.243958
244,9,2112.358904,669.0743908
244,10,1789.031507,407.5864157
244,11,1742.917808,362.6824144
244,12,1762.424658,368.0983317
244,13,1866.024658,386.5717096
244,14,2155.227397,506.6502004
244,15,2442.242466,686.2429354
244,16,2755.827397,975.2560441
244,17,2814.767123,1095.666798
244,18,2040.99863,603.5165775
244,19,1606.778082,377.545873
244,20,1170.687671,239.7862182
244,21,893.3205479,196.0465112
244,22,819.8917808,184.4674701
244,23,721.2547945,186.0778213
246,0,650.0808219,312.6372406
246,1,407.9178082,267.7354177
246,2,305.1753425,229.7665528
246,3,248.8136986,199.8147931
246,4,176.2438356,109.3012261
246,5,166.4712329,35.93046737
246,6,358.8493151,116.5604303
246,7,716.8726027,333.532667
246,8,1133.508219,574.4816002
246,9,1144.941096,463.2348098
246,10,1058.542466,296.1617083
246,11,1198.963014,305.7133644
246,12,1345.775342,354.6404024
246,13,1496.115068,389.9315904
246,14,1792.636986,446.758167
246,15,2295.389041,600.0865113
246,16,2471.320548,733.3028117
246,17,3195.113699,1219.529561
246,18,2907.330137,992.7028031
246,19,2186.756164,687.0045281
246,20,1778.264384,532.4416465
246,21,1492.934247,428.6590039
246,22,1312.410959,358.7674043
246,23,992.7506849,348.5740315
249,0,1878.891781,1095.453325
249,1,1229.369863,952.4191595
249,2,794.4082192,702.8646483
249,3,463.8260274,431.3871569
249,4,262.9136986,187.2441448
249,5,211.7054795,50.89478749
249,6,425.7205479,162.3713883
249,7,886.5041096,468.0520976
249,8,1716.472603,1041.767631
249,9,1453.426027,635.1572961
249,10,1242.986301,279.58787
249,11,1399.29589,328.460791
249,12,1753.631507,447.7538974
249,13,2050.280822,540.9728921
249,14,2363.553425,573.808797
249,15,2942.158904,706.7638663
249,16,3305.464384,806.650042
249,17,3600.079452,924.1506399
249,18,3672.30274,955.7145677
249,19,3478.491781,946.446484
249,20,3332.763014,920.8212429
249,21,3408.791781,921.8891488
249,22,3178.812329,980.9373903
249,23,2635.510959,1124.491039
261,0,448.5246575,183.1889819
261,1,226.2232877,134.7873731
261,2,138.3493151,102.1786402
261,3,94.74109589,69.13155256
261,4,100.8876712,35.96501861
261,5,258.7986301,103.0100705
261,6,743.4219178,384.1523011
261,7,1501.3,847.9018689
261,8,2351.769863,1402.045901
261,9,1905.868493,850.3995973
261,10,1592.006849,436.0774477
261,11,1767.576712,448.9243877
261,12,2020.109589,520.5675931
261,13,2201.393151,577.6590502
261,14,2577.450685,727.8720142
261,15,3438.405479,1148.603631
261,16,4295.023288,1700.396571
261,17,5268.59589,2569.649604
261,18,3514.012329,1485.963142
261,19,2054.335616,681.4810435
261,20,1357.620548,428.8561266
261,21,1009.20411,308.3246881
261,22,841.2136986,244.8937472
261,23,671.5219178,212.2228885
262,0,294.7462195,116.6929412
262,1,169.2477566,105.144839
262,2,105.8641983,78.75135867
262,3,72.97865084,55.63406045
262,4,75.86178848,28.754049
262,5,141.9694404,19.0839801
262,6,422.2971596,58.32176309
262,7,1141.781834,163.1888421
262,8,2210.712712,243.8258039
262,9,1488.848961,130.0234701
262,10,1096.066424,81.93724311
262,11,1088.898925,86.15230169
262,12,1124.413585,84.63143193
262,13,1142.702337,84.39429681
262,14,1193.019433,82.12594422
262,15,1479.012042,113.9722531
262,16,1598.338755,114.0198284
262,17,1815.045907,139.5211701
262,18,1758.15421,143.0391709
262,19,1292.88631,128.9174396
262,20,948.2007964,106.5738535
262,21,824.649337,100.4707074
262,22,724.3294504,109.146301
262,23,497.1084953,121.8696737
263,0,530.1246575,302.3862338
263,1,348.0972603,272.1690502
263,2,227.3178082,197.4620808
263,3,150.9082192,132.5606875
263,4,129.2575342,64.5780393
263,5,184.6712329,40.62544453
263,6,479.6630137,182.4193495
263,7,1159.017808,616.4423736
263,8,2188.183562,1325.006746
263,9,1550.378082,601.9052576
263,10,1182.7,217.7344165
263,11,1185.556164,263.2887919
263,12,1233.036986,304.7985505
263,13,1265.741096,308.7675223
263,14,1312.793151,253.1409324
263,15,1575.79726,304.2715964
263,16,1694,361.2291203
263,17,1933.261644,475.2039906
263,18,1952.658904,493.4660761
263,19,1546.557534,407.935392
263,20,1216.026027,289.2158466
263,21,1108.127397,260.9257686
263,22,1027.334247,285.785862
263,23,776.6821918,317.922492
