name,description,event_site_url,time_start,time_end,is_free,location,city,latitude,longitude,image_url
Yelp's 12th Burstday Cruise!,"***We're so sorry but due to high demand, RSVPs ARE NOW CLOSED, and confirmations have been sent out.***

If your account settings allow e-mail from Yelp...",https://www.yelp.com/events/new-york-yelps-12th-burstday-cruise?adjust_creative=vaXd63wEr8RrzPKFIuH35Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_event_search&utm_source=vaXd63wEr8RrzPKFIuH35Q,2016-07-12T19:30:00-04:00,2016-07-12T22:00:00-04:00,False,South Street Seaport,New York,40.7056832469878,-74.0017905060425,https://s3-media1.fl.yelpcdn.com/ephoto/TZW5Rs7aJRuTNQUGNOL4VQ/o.jpg
"The Museum of Ice Cream ""Pop Up ""","Museum of Ice Cream will pop up in the heart of the Meatpacking District at 100 Gansevoort Street with a lick-able, likeable, shareable ice cream-centric...",https://www.yelp.com/events/new-york-the-museum-of-ice-cream-pop-up?adjust_creative=vaXd63wEr8RrzPKFIuH35Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_event_search&utm_source=vaXd63wEr8RrzPKFIuH35Q,2016-07-29T11:00:00-04:00,2016-08-26T15:00:00-04:00,False,100 Gansevoort St,New York,40.7393869,-74.0099043,https://s3-media1.fl.yelpcdn.com/ephoto/Zv3viiS8ha9qWH9U8sdBLQ/o.jpg
#YelpEatsNYC Live at Ludlow Studios,"We're bringing your #YelpEatsNYC images to life at Ludlow Studios!

To celebrate 10,000 amazing photos posted to #YelpEatsNYC (http://bit.ly/2bW03L4), we're...",https://www.yelp.com/events/new-york-yelpeatsnyc-live-at-ludlow-studios?adjust_creative=vaXd63wEr8RrzPKFIuH35Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_event_search&utm_source=vaXd63wEr8RrzPKFIuH35Q,2016-09-20T17:00:00-04:00,2016-09-20T22:00:00-04:00,True,40 Ludlow St,New York,40.7160987,-73.9900835,https://s3-media4.fl.yelpcdn.com/ephoto/KM_UgLpWJnErfvlsCFrTEQ/o.jpg
Yelp's Holiday Hangover 2017,"#YelpHH17

It's Holiday Hangover time once again with our friends at Hornblower NY (hornblowerny.com)! Presented by Campari America and Coney Island Brewing...",https://www.yelp.com/events/new-york-yelps-holiday-hangover-2017?adjust_creative=vaXd63wEr8RrzPKFIuH35Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_event_search&utm_source=vaXd63wEr8RrzPKFIuH35Q,2017-01-28T18:00:00-05:00,2017-01-28T21:00:00-05:00,True,353 W St,New York,40.7288194,-74.01220490000001,https://s3-media1.fl.yelpcdn.com/ephoto/cw_B5wTEsxgTKukfB1s6XQ/o.jpg
Yelp's International Meals Of Mystery,"WHAT:

Your mission, should you choose to accept it: Yelp's International Meals Of Mystery. 

Join us for a top secret tour of international culinary...",https://www.yelp.com/events/jersey-city-yelps-international-meals-of-mystery?adjust_creative=vaXd63wEr8RrzPKFIuH35Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_event_search&utm_source=vaXd63wEr8RrzPKFIuH35Q,2018-04-02T18:00:00-04:00,2018-05-02T20:00:00-04:00,False,,Jersey City,40.7218318,-74.0447003,https://s3-media3.fl.yelpcdn.com/ephoto/10LFIwJCqoTJlz5Ck08O2Q/o.jpg
The Infinity Mirrors Exhibit NYC,"Two free exhibitions of recent work by Yayoi Kusama are on view across three gallery spaces in New York: ""Festival of Life"" at the David Zwirner Gallery at...",https://www.yelp.com/events/new-york-the-infinity-mirrors-exhibit-nyc?adjust_creative=vaXd63wEr8RrzPKFIuH35Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_event_search&utm_source=vaXd63wEr8RrzPKFIuH35Q,2017-11-15T10:00:00-05:00,2017-12-15T18:00:00-05:00,True,525 W 19th St,New York,40.7458819,-74.007014,https://s3-media1.fl.yelpcdn.com/ephoto/gG1nzCh769nCUjrN3PM35Q/o.jpg
Yelp Elite Squad Event: Rooftop Reds (Postponed Date)!,"***This is an event for Elite Squad members only. To learn more about the Elite Squad, head over to yelp.com/elite or keep reading below!***...",https://www.yelp.com/events/brooklyn-yelp-elite-squad-event-rooftop-reds-postponed-date?adjust_creative=vaXd63wEr8RrzPKFIuH35Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_event_search&utm_source=vaXd63wEr8RrzPKFIuH35Q,2018-06-26T19:00:00-04:00,2018-06-26T21:00:00-04:00,True,299 Sands St,Brooklyn,40.7025733903159,-73.9698984748688,https://s3-media4.fl.yelpcdn.com/ephoto/7oQgQsvgIHJwZGsL-Kxv6Q/o.jpg
Yelp Elite Squad Event: Cocktail Party at Cecconi's,"***This is an event for Elite Squad members only. To learn more about the Elite Squad, head over to yelp.com/elite or keep reading below!***...",https://www.yelp.com/events/brooklyn-yelp-elite-squad-event-cocktail-party-at-cecconis?adjust_creative=vaXd63wEr8RrzPKFIuH35Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_event_search&utm_source=vaXd63wEr8RrzPKFIuH35Q,2019-03-13T19:00:00-04:00,2019-03-13T21:00:00-04:00,True,55 Water St,Brooklyn,40.7033063330116,-73.9916549604523,https://s3-media3.fl.yelpcdn.com/ephoto/CayK9r1sMZEgX-42qZEx0w/o.jpg
Get Groovy at the Harborside Atrium,"Shake your groove thing with us in Jersey City on Friday, 4/26!

Join Yelp North Jersey for a funky fresh evening filled with decadent eats, a groovy band...",https://www.yelp.com/events/jersey-city-get-groovy-at-the-harborside-atrium?adjust_creative=vaXd63wEr8RrzPKFIuH35Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_event_search&utm_source=vaXd63wEr8RrzPKFIuH35Q,2019-04-26T18:30:00-04:00,2019-04-26T21:00:00-04:00,True,1100 Plz Five,Jersey City,40.7249473,-74.0472235,https://s3-media3.fl.yelpcdn.com/ephoto/f2gMXa3cK9zPxQmX9Mvf2Q/o.jpg
"Secret Menu, Presented by Yelp","It's going to be a delicious week, because Yelp's Secret Menu is here!

From August 19 - 23, some of our favorite NYC restaurants will be serving up a...",https://www.yelp.com/events/new-york-secret-menu-presented-by-yelp?adjust_creative=vaXd63wEr8RrzPKFIuH35Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_event_search&utm_source=vaXd63wEr8RrzPKFIuH35Q,2019-08-19T00:00:00-04:00,2019-08-23T23:30:00-04:00,False,,New York,40.713,-74.0072,https://s3-media4.fl.yelpcdn.com/ephoto/oJK5HVZxRuY0QsBnmy8zWA/o.jpg
Yelp's Sweet 16 Presents: Booty Workout w/SHAKTIBARRE,"It's Yelp's 16th Birthday this month! In honor of Yelp's Sweet 16, we're hosting 16 sweet events at 16 incredible local businesses, all across North...",https://www.yelp.com/events/brooklyn-yelps-sweet-16-presents-booty-workout-w-shaktibarre?adjust_creative=vaXd63wEr8RrzPKFIuH35Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_event_search&utm_source=vaXd63wEr8RrzPKFIuH35Q,2020-07-30T17:30:00-04:00,2020-07-30T18:30:00-04:00,True,123 Main St,Brooklyn,40.7025714,-73.99056,https://s3-media4.fl.yelpcdn.com/ephoto/-2QzhW6se7dDelg7-HljYw/o.jpg
Yelp's Vegan Voyage,Yelp's Vegan Voyage is a tantalizing vegan-focused promotion led by the Community team in January and February. We will be featuring - and celebrating with...,https://www.yelp.com/events/new-york-yelps-vegan-voyage?adjust_creative=vaXd63wEr8RrzPKFIuH35Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_event_search&utm_source=vaXd63wEr8RrzPKFIuH35Q,2021-02-05T00:00:00-05:00,2021-02-26T00:00:00-05:00,True,,New York,40.713,-74.0072,https://s3-media3.fl.yelpcdn.com/ephoto/DkZ9VsURe0iopFU5DSHB9A/o.jpg
Get Down in Chinatown,"Yelp NYC Presents, Get Down in Chinatown 

Asian Pacific Islander Heritage Month is from 5/1 - 5/31. Join us in celebrating as we showcase some of the many...",https://www.yelp.com/events/new-york-get-down-in-chinatown?adjust_creative=vaXd63wEr8RrzPKFIuH35Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_event_search&utm_source=vaXd63wEr8RrzPKFIuH35Q,2021-05-01T00:00:00-04:00,2021-05-31T00:00:00-04:00,False,,New York,40.713,-74.0072,https://s3-media4.fl.yelpcdn.com/ephoto/W53sYEjgwtt7Nk45dPLJ7Q/o.jpg
Just Chill with Yelp Manhattan,"Gorgeous gorgeous Yelpers love ice cream. And we're challenging you... how much ice cream can you eat in one week?

Below you'll see five Elite Weeks from...",https://www.yelp.com/events/new-york-just-chill-with-yelp-manhattan?adjust_creative=vaXd63wEr8RrzPKFIuH35Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_event_search&utm_source=vaXd63wEr8RrzPKFIuH35Q,2022-06-13T00:00:00-04:00,2022-06-26T23:30:00-04:00,True,,New York,40.713,-74.0072,https://s3-media1.fl.yelpcdn.com/ephoto/NMgKO9ZDsFYDx54_A3L41A/o.jpg
Community Event: Museum of Ice Cream,Unlimited ice cream? A swimming pool filled with sprinkles? Museum of Ice Cream brings to life the universal power of ice cream by creating experiences that...,https://www.yelp.com/events/new-york-community-event-museum-of-ice-cream?adjust_creative=vaXd63wEr8RrzPKFIuH35Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_event_search&utm_source=vaXd63wEr8RrzPKFIuH35Q,2023-03-30T18:00:00-04:00,2023-03-30T21:00:00-04:00,True,558 Broadway,New York,40.7236214,-73.99756359999999,https://s3-media1.fl.yelpcdn.com/ephoto/UzHWAJjzDTf-0-WUYuGU6A/o.jpg
Community Experience: Kam Hing Coffee Shop,Kam Hing is a Chinatown coffee shop and bakery sells traditional Chinese sweets and drinks like Thai iced tea and Hong Kong-style hot milk tea. It's...,https://www.yelp.com/events/new-york-community-experience-kam-hing-coffee-shop?adjust_creative=vaXd63wEr8RrzPKFIuH35Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_event_search&utm_source=vaXd63wEr8RrzPKFIuH35Q,2023-05-22T07:00:00-04:00,2023-05-31T20:00:00-04:00,True,118 Baxter St,New York,40.71798,-73.99921,https://s3-media3.fl.yelpcdn.com/ephoto/01HwRXQzwkOMe2GY5QdA-g/o.jpg
Community Experience: Tonii's Rice Rolls,"Tonii's Fresh Rice Noodle is both Women-owned and Asian-owned! Liz Yee opened Tonii's October 2019, a branch of their mother shop, New Kam Hing, which is...",https://www.yelp.com/events/new-york-community-experience-toniis-rice-rolls?adjust_creative=vaXd63wEr8RrzPKFIuH35Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_event_search&utm_source=vaXd63wEr8RrzPKFIuH35Q,2023-05-22T08:00:00-04:00,2023-05-31T19:00:00-04:00,True,83 Bayard St,New York,40.7156931,-73.9989119,https://s3-media3.fl.yelpcdn.com/ephoto/byX4Zgg2vfIn3C5Qac91UQ/o.jpg
Community Experience: Kalye,"The name Kalye comes from the Tagalog word for ""street."" They chose this name to reflect their mission of bringing energy and life back into the streets of...",https://www.yelp.com/events/new-york-community-experience-kalye?adjust_creative=vaXd63wEr8RrzPKFIuH35Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_event_search&utm_source=vaXd63wEr8RrzPKFIuH35Q,2023-05-22T11:00:00-04:00,2023-05-31T22:00:00-04:00,True,251 Broome St,New York,40.7179107,-73.9899965,https://s3-media2.fl.yelpcdn.com/ephoto/i74jp-poyQvLaKNWcilfjg/o.jpg
Retro Rollin' Rave at RollerWave,"***RSVP REQUIRED with confirmation sent to those selected to participate.***

Summer is in full swing and what better way to celebrate than at the Retro...",https://www.yelp.com/events/brooklyn-retro-rollin-rave-at-rollerwave?adjust_creative=vaXd63wEr8RrzPKFIuH35Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_event_search&utm_source=vaXd63wEr8RrzPKFIuH35Q,2023-07-25T18:00:00-04:00,2023-07-25T21:00:00-04:00,True,625 Atlantic Ave,Brooklyn,40.6851868,-73.97599050000001,https://s3-media2.fl.yelpcdn.com/ephoto/_LGZb_NL3rsWJmceNRL11A/o.jpg
Belly Full of Brooklyn: Community Week at 7th Street Burger,"***RSVP REQUIRED with confirmation sent to those selected to participate.***

Do you or someone you know love supporting local businesses, trying new spots,...",https://www.yelp.com/events/brooklyn-belly-full-of-brooklyn-community-week-at-7th-street-burger?adjust_creative=vaXd63wEr8RrzPKFIuH35Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_event_search&utm_source=vaXd63wEr8RrzPKFIuH35Q,2023-12-01T00:00:00-05:00,2023-12-07T00:00:00-05:00,True,177 Bedford Ave,Brooklyn,40.7179633,-73.9573664,https://s3-media3.fl.yelpcdn.com/ephoto/4BA4s9TqCJ43gQc8lmgcSQ/o.jpg
Brooklyn Community Week at 7th Street Burger,"Are you someone who loves supporting local businesses, trying new spots, and going on adventures?! If yes, you should apply to be part of the Yelp Elite...",https://www.yelp.com/events/brooklyn-brooklyn-community-week-at-7th-street-burger?adjust_creative=vaXd63wEr8RrzPKFIuH35Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_event_search&utm_source=vaXd63wEr8RrzPKFIuH35Q,2024-02-01T11:00:00-05:00,2024-02-07T00:00:00-05:00,True,400 Jay St,Brooklyn,40.6921618,-73.98759976029396,https://s3-media2.fl.yelpcdn.com/ephoto/VA0aUKMz_LBZxfKsUBaheg/o.jpg
Brooklyn Community Week at 7th Street Burger Park Slope,"Are you someone who loves supporting local businesses, trying new spots, and going on adventures?! If yes, you should apply to be part of the Yelp Elite...",https://www.yelp.com/events/brooklyn-brooklyn-community-week-at-7th-street-burger-park-slope?adjust_creative=vaXd63wEr8RrzPKFIuH35Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_event_search&utm_source=vaXd63wEr8RrzPKFIuH35Q,2024-04-14T12:00:00-04:00,2024-04-20T23:30:00-04:00,True,"291 5th Ave, Brooklyn, NY 11215",Brooklyn,40.6735034,-73.9823557,https://s3-media2.fl.yelpcdn.com/ephoto/ADc3NPSp_uteHChj9TFEAg/o.jpg
Community Week: 7th Street Burger -  NoMad,"7th Street Burger offers classic American smash-burgers for takeout and delivery. Their newest location on Broadway just opened, and they've invited the...",https://www.yelp.com/events/new-york-community-week-7th-street-burger-nomad?adjust_creative=vaXd63wEr8RrzPKFIuH35Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_event_search&utm_source=vaXd63wEr8RrzPKFIuH35Q,2024-05-27T12:00:00-04:00,2024-06-02T22:00:00-04:00,True,1177 Broadway,New York,40.7450959,-73.9890863,https://s3-media3.fl.yelpcdn.com/ephoto/-Dp9keGMbsN4ovCQjmrubw/o.jpg
Community Experience: Taiyaki NYC,"Taiyaki's story begins with part faith, part love, and part luck. With members from numerous Far East cities like Guangzhou, Taiwan, Mandalay, Haiphong, and...",https://www.yelp.com/events/new-york-community-experience-taiyaki-nyc?adjust_creative=vaXd63wEr8RrzPKFIuH35Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_event_search&utm_source=vaXd63wEr8RrzPKFIuH35Q,2024-05-27T12:00:00-04:00,2024-06-09T22:00:00-04:00,True,119 Baxter St,New York,40.7179192,-73.9988701,https://s3-media2.fl.yelpcdn.com/ephoto/nfWHxtG8gwB_Iy3a95Mjiw/o.jpg
Community Week: Tea and Milk - Chelsea Market,"Who: Tea and Milk Chelsea Market

What: 
For this Community Experiences, confirmed Yelpers will be enjoying a complimentary medium boba tea (any flavor and...",https://www.yelp.com/events/new-york-community-week-tea-and-milk-chelsea-market?adjust_creative=vaXd63wEr8RrzPKFIuH35Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_event_search&utm_source=vaXd63wEr8RrzPKFIuH35Q,2024-05-20T11:00:00-04:00,2024-05-26T07:00:00-04:00,True,75 9th Ave Lower Level,New York,40.7424509,-74.0059581,https://s3-media3.fl.yelpcdn.com/ephoto/G_7t5eX1PRg3FH49-V1Xug/o.jpg
